id,sp,updatedstudy,mod_name,n_fixes,duration (weeks),year,resampled.,minsampling (min),ess,speed_low (m/s),speed_est (m/s),speed_high (m/s),area_mod_low (m^2),area_mod_est (m^2),area_mod_high (m^2),area_ud_low (m^2),area_ud_est (m^2),area_ud_high (m^2),tau_p_low (s),tau_p_est (s),tau_p_high (s),tau_v_low (s),tau_v_est (s),tau_v_high (s),sigma_p,bls (m),ridge_length_low (m),ridge_length_est (m),ridge_length_high (m),ridge_dens_low (1/m),ridge_dens_est (1/m),ridge_dens_high (1/m),kept (y/n),kept (reason),mean_roughness,mean_treecover,mean_hfi,mean_road_cover,mean_dhi_ndvi,mean_dhi_gpp,seasonality_dhi_gpp,phylo,clade,mass (g),hunting_movement,hunting_cooperativity,hunting_carcass,pursuit,disruptfast,slowwalking
T40,Canis lupus,Patterson.B,OUF anisotropic,978,11.142857142857098,2006-10-14,n,1.86666666666667,5.014105815310599,0.3696846700795411,0.38688430195426915,0.4044804708107181,1507037122.41359,4631976009.50302,9479931988.39037,2369313643.6492195,7282238634.43726,14904033793.797901,419808.45929403,1297825.6278660102,4012190.13827944,1851.4946536714301,2168.74915701098,2540.3653727592805,246084032.50965303,641.265988173045,286802.6001275369,661408.190964732,1462675.2927366402,34.717113819184206,60.072296039093395,143.54630709925598,n,dropped,15.99102448810181,90.27946873270632,0.07610642970734567,0.47482966528095977,11.754513764640802,10117.518422991898,1.0767103670182785,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T41,Canis lupus,Patterson.B,OUF,678,1,2008-02-20,n,12.4333333333333,1.1983323417576301,0.13556828220271303,0.241617677300258,0.34796458665637997,103641746.761023,2433132936.45827,8312697935.57333,223888454.408404,5256090229.450769,17957214644.8941,106405.313737518,2502444.6677607703,58852599.510697804,1278.4048856485601,1464.1735555983798,1676.9368022447702,129265601.420925,275.014456210412,38576.2058028044,377074.30119933194,2529799.26104781,6.646719046198689,27.0514816941835,356.39626900699795,n,dropped,10.425945378151264,97.89285714285714,0.0969211837265327,0.08471777252963782,12.32086657029446,10161.099137931034,1.070832379419228,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T46,Canis lupus,Patterson.B,OUF,47,5.714285714285709,2007-07-19,n,718.2333333333331,30.7826381158504,7.378853946921897e-4,0.37756405835137496,0.9684155329439029,235935601.12949303,347763973.307249,480942518.82858,300843315.3871161,443436540.314776,613253536.907338,22672.825500795097,66740.75260504338,196461.09207391902,2.0871455887147997e-4,6322.891189935931,191548463202.258,18475734.921219796,1323.01011793806,137308.076308129,199465.59478297096,301714.76751814,62.668860683106296,89.7231506313884,148.440727138081,y,none,14.35128933566434,96.5646853146853,0.13087537647889577,0.250484713276349,12.209905600455736,10158.949823943662,1.0739431035980371,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T47,Canis lupus,Patterson.B,OUF,13,0.2857142857142861,2007-08-02,y,1,6.518490810261239,0.014500665151044402,0.0246569439835722,0.0348287219798546,15273.5052968903,39575.37826222491,75244.1089787233,23818.045609264205,61715.2478184212,117338.33096247801,696.147439677808,8817.353793281078,111679.97393177298,60.776568020008604,644.831743410679,6841.583703330609,2102.53003272961,12.400099635060402,712.1637337991361,1908.1971572384798,5031.52288562062,21.2938203267801,59.00027172549339,215.75407065078798,n,dropped,17.625,100,0.07916602492332458,0.9752097129821776,13.169400215148926,10281,1.083895921707153,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T49,Canis lupus,Patterson.B,OUF anisotropic,1700,24.714285714285705,2007-08-07,n,87.6666666666667,54.52327976496,0.29365459258255006,0.302159814822088,0.310788145835128,624333978.92431,829856502.85312,1064172515.1089101,662965586.004434,881205126.239504,1130019795.3418198,185699.94137102002,249605.55069693498,335503.234296892,2784.5606218600497,3068.96908124903,3382.42635039888,44087973.29854161,736.2566061826278,177132.064977284,211579.23104676002,281511.1670952889,47.32639084965581,50.8006248231597,70.13022030767179,y,none,18.16899905123338,87.54459203036055,0.0679145879740599,0.6267915346923856,11.312052493897244,10028.68958543984,1.0917189615139224,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T50,Canis lupus,Patterson.B,OUF anisotropic,1159,31.4285714285714,2007-08-11,n,12.8,29.793394414727796,0.23263784620363998,0.24091945298325404,0.24934792172581902,730740255.588515,1084689920.55106,1507437251.59776,709043879.2402431,1052484440.4814,1462679999.3703897,321406.392749268,483465.159817665,727236.8130520101,2987.8730194973905,3351.53644424956,3759.4624884770096,57626565.6653131,632.049003158466,140419.304715507,204231.9046354,281503.740703171,27.808689580557594,39.63067696461609,54.177507085616085,y,1,16.449173280423242,91.76613756613752,0.0805018490609355,0.5710891180094138,11.905556105406449,10108.141574985526,1.072458793506777,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T55,Canis lupus,Patterson.B,OUF anisotropic,3981,35,2007-08-28,n,56.3,87.18916380868889,0.24447830630169304,0.24850266269710103,0.25256032708586207,319136374.351578,398341473.71602297,486193929.579133,295552790.18859804,368904780.10792303,450265102.973089,182710.06219187,229639.952581926,288623.9936060601,2246.6415720655605,2384.61336870521,2531.05835346026,21162777.174745,468.78271779351996,142051.69728466004,173829.493376802,216248.128168963,68.2743840400768,81.90919282421801,103.857155768465,y,none,10.83620689655171,95.76267748478703,0.12312790192182883,0.22996948384898955,12.164295850197473,9912.46319663512,1.0717158939309426,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T58,Canis lupus,Patterson.B,OUF anisotropic,2108,26.285714285714292,2007-10-29,n,87.41666666666671,1.38048840204091,0.27761708855609196,0.283753076770291,0.289957067418299,7676253940.61459,127756720226.961,411704103836.913,15846792634.7285,263739874786.839,849918412137.3591,2021627.80322935,33663881.4812253,560566546.706431,3672.1911643050103,3960.04523469615,4270.46348057089,6787360044.42978,893.5491017837148,382733.68036614597,3141064.26864664,11195830.1251502,9.243830815681351,37.4091507692678,147.48075862481997,n,dropped,18.56997292386356,91.87931778929202,0.06724667256304111,0.23419285904158915,11.551000832525595,10142.768309752591,1.088440403553075,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
T59,Canis lupus,Patterson.B,OUF anisotropic,5484,8.71428571428571,2008-02-18,n,8.83333333333333,16.9151987273943,1.1888904510229799,1.20668617716331,1.2246159333570201,907209589.664227,1559739487.14066,2386183797.8658004,625377104.620182,1075192960.41702,1644895216.7196703,120838.74012028401,208646.09449356797,360258.578532727,439.0412006144601,465.62069120040803,493.809300290085,82864630.96368542,430.02688274580396,184441.03759364097,303376.62352429796,484156.944710978,54.39677291876491,85.60079826536989,142.506309659856,n,dropped,16.13698369565228,92.73521739130436,0.08081033181323016,0.3459653349221675,11.799756817406507,10037.601294744862,1.0785116984475591,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
W079,Canis lupus,Patterson.B,OUF anisotropic,688,17.285714285714292,2003-10-14,n,57.1,19.400677332809497,0.30561587799752304,0.3178231799088751,0.330272871520294,1576682942.55231,2603297840.1092095,3883142385.4157705,2130337617.49121,3517449937.86807,5246713891.845961,280839.22644597804,472203.82029771304,793964.7560119131,4019.92505573371,4585.2893032675,5230.166658124901,138305990.57581902,1158.8817366132598,231688.40348005897,368629.440179935,628080.105623752,25.1976568720381,38.632437296245904,75.18698888716258,y,none,30.400436046511658,91.35780038759673,0.13348077563388716,0.5452988598024067,12.89811001032892,11781.35288854806,1.0399226029470163,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
W119,Canis lupus,Patterson.B,OUF anisotropic,4107,67.85714285714289,2004-08-29,n,2.13333333333333,491.7677964441699,0.5662906423603491,0.5758584284330401,0.585507476470279,135883700.41849798,148741082.232614,162171335.80391002,147377755.55046,161322710.45074502,175888994.86686802,62967.6266724677,69562.96008542737,76849.0996336471,534.6640947336971,556.670469762505,579.582610760411,7902200.97007345,251.46879455951301,81498.94091131559,88743.5021098107,97243.38565233322,45.06838460701049,48.8177339985774,53.76274996787571,y,none,38.858028017241374,96.8706896551724,0.05847651652429192,0.22729504622447372,13.54573447483225,11974.712296983758,1.019835997208642,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
W1605,Canis lupus,Patterson.B,OUF anisotropic,1012,31.571428571428598,2016-06-01,n,9,17.622242293193093,0.31425542049235095,0.3248047239149291,0.33553061122142397,3747778814.02109,6363728605.504789,9660900291.66091,3601549731.44574,6115431616.29612,9283955798.240881,400660.71426316607,696509.747932473,1210814.5662774201,6421.520644827891,7320.87903229947,8346.1959822132485,338087242.64262205,1885.0913805399096,318057.60479044996,492475.31063221506,741499.4422314061,28.088086381755996,39.65900476035219,59.22275318605741,y,2,31.211820586820437,91.55579605579597,0.05074467171919204,0.1037983509206599,12.338397532296511,11006.494388620647,1.0442346687822786,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
W1711,Canis lupus,Patterson.B,OUF anisotropic,4184,95.42857142857139,2017-03-03,n,1,181.95011687005604,0.306996194754579,0.31698843343958305,0.32714292531100203,1004450876.2273301,1168005004.4661899,1343714567.12621,561408437.108416,652822233.134041,751029953.6832731,254313.75736920504,297719.42274113797,348533.4635225261,3162.96380513131,3478.2305428131704,3824.92132516078,62052864.889801994,851.444837451743,202652.44144968002,234413.06320321703,266498.00689743995,73.151754250507,84.17220096275898,94.56505340698979,y,none,33.30244715073528,92.98529411764714,0.10158111150603796,0.5290363906244622,12.951231719435112,11672.412819253435,1.03593734834775,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
W1835,Canis lupus,Patterson.B,OUF anisotropic,686,18.4285714285714,2018-10-26,n,268,47.06490946760648,0.259570654056475,0.27428139480496505,0.289403268590186,829846726.5883851,1129149483.22796,1473829188.2618098,798933046.4507749,1087086093.8891098,1418925695.0701098,150000.38313159198,210332.47175996803,294930.90452873905,5266.47127424868,6427.08532790337,7843.473107720249,59988578.8632873,1353.90489024543,219837.75392647,287036.674984433,361443.886001728,60.49147455613859,75.7898139340227,92.0708414696625,y,none,34.70308814858492,89.9599056603773,0.11026792828494912,0.6105844887581312,11.46136710146995,10668.07086354647,1.0644999948000549,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
W215,Canis lupus,Patterson.B,OUF,1474,48.2857142857143,2008-03-13,n,12.8,99.4346629571862,0.41606524110941107,0.444359039741,0.47262875329136905,474010083.00332505,582938732.5758151,702964748.84631,495158837.8771251,608947521.847927,734328700.1447229,199803.04738159303,248207.338950136,308338.05548044405,899.5931372077472,993.654822654883,1097.5516216697101,30969917.3147735,352.111724280335,166190.40617267,211186.63794554805,269394.5492909,55.77856839281711,73.24078750070329,98.8296156385336,y,2,34.94199883900932,94.2794117647059,0.1219340895143708,0.693582640282643,11.76407872119138,10859.275930324624,1.0663898337104447,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
W295,Canis lupus,Patterson.B,OUF anisotropic,446,10.571428571428601,2010-10-23,n,12.8,3.5463100628135904,0.2920449855610491,0.3118899097258921,0.33239627308927105,1517331434.22287,6207139854.01692,14138400199.367699,2402902614.18315,9829858029.308357,22390097531.2149,428214.2191439611,1768896.05408759,7307074.614247529,2478.3295761851205,3039.3970428178104,3727.48421866858,329768116.780845,752.7432915680362,224158.92981505897,696841.54786535,1599822.7252135298,20.9110537893829,49.3993037726043,114.31092466396902,n,dropped,33.94182205772117,92.43834332833578,0.08415813946854594,0.2885325389962856,11.777156502998894,11055.488425009891,1.054045006886367,Canis_lupus,canidae,32183.329999999998,Pursuit,Evidence for Cooperativity,Routine Cacheing,1,0,0
Diana,Panthera leo,Patterson.BD,OUF anisotropic error,252,89.57142857142858,2005-01-12,y,1,43.2829888230822,0.15490901443140406,0.17229001221142703,0.190607977992262,402989090.83243096,556204372.1881021,733721498.138286,458501603.00208694,632822580.1801071,834793027.172496,140020.589130707,211724.703992388,320148.27647110104,5343.39011862869,7732.44580296126,11189.6598916266,29549594.930271197,1038.8394678939599,119149.802894625,185420.333879198,265886.76629332703,30.963197155416,54.3291299847234,84.68658720039168,y,1,7.51227678571429,8.803571428571429,0.14962027877507494,0.21175450784266084,8.17512601799106,9553.671875,0.2787008128749828,Panthera_leo,felidae,161499.06,Slow walking,Evidence for Cooperativity,Stay with / Revisit Carcasses,0,0,1
Kiboche,Panthera leo,Patterson.BD,OUF anisotropic,1465,91.71428571428571,2005-10-17,n,1.16666666666667,142.26187613159598,0.21516829852923605,0.22674983283160305,0.238639198653886,1585254570.4485,1881762871.72432,2203315327.21877,1266124562.1878896,1502942326.43613,1759762568.13282,297806.11089791096,360056.725424343,435319.628373046,7285.380836094871,8545.591656223969,10023.791260591002,99972839.83138542,1540.3755587087703,230299.317404761,263213.28498101706,302077.654783654,41.88985600709669,46.09706718073609,51.854103031872995,y,none,14.86211430575037,13.353786816269228,0.1779584798087501,0.14823815863348996,8.861721792321145,10071.42654277701,0.28294582286429015,Panthera_leo,felidae,161499.06,Slow walking,Evidence for Cooperativity,Stay with / Revisit Carcasses,0,0,1
Romeo,Panthera leo,Patterson.BD,OUF anisotropic,396,19.857142857142897,2002-04-27,n,359,87.68847572298117,0.15701752226627602,0.28087992560731806,0.440944008590947,275464756.60127395,343601770.49039894,419155391.61230797,279778697.825006,348982777.703642,425719613.276581,91771.78576738681,123456.539811621,166080.643356891,611.2450259355229,2958.57643363368,14320.238435078802,18254608.634902205,661.4097759770373,149498.529168755,173759.081345599,196700.90656568398,79.88388822082618,86.51492359805161,90.88434132966549,y,none,7.814980158730158,10.555555555555566,0.14929004617863237,0.20604853709939777,8.33728082451904,10026.146825396823,0.2698864908445449,Panthera_leo,felidae,161499.06,Slow walking,Evidence for Cooperativity,Stay with / Revisit Carcasses,0,0,1
PT100,Panthera tigris,Petrunenko,OUF anisotropic,1985,58.1428571428571,2010-11-04,n,1,3.485447404703699,0.40221817801228804,0.43590675242387206,0.4709690756090561,719105522.961641,2990697062.8517904,6850646937.05219,1463494133.26714,6086544277.72535,13942156305.7515,1747638.20682218,7274483.861774899,30279788.6019254,152.78815633593004,181.14502056696196,214.76480417800897,158887436.319064,62.90090393526249,184803.14294008006,588434.5196907,1823857.03804454,23.336070069710104,56.888633050908496,238.58967166021196,n,dropped,111.35303203661452,83.01167048054971,0.06358300649302812,0.08612916912704019,11.727074052206376,12860.997915581023,1.0443988138340974,Panthera_tigris,felidae,162564,Slow walking,Typically Solitary,Stay with / Revisit Carcasses,0,0,1
PT114,Panthera tigris,Petrunenko,OUF anisotropic,4848,50.7142857142857,2011-10-21,n,23,33.21447018070759,0.17474171376106104,0.17723288763402203,0.17974193770892505,894176199.727472,1297291090.2417898,1774231902.3687499,955412411.667112,1386133973.9750702,1895737306.82554,590773.955367175,860532.046340883,1253466.5688154502,3816.73419170735,4013.8222425194704,4221.087501861681,68921475.88212511,566.986643023397,185723.347662238,253056.78251309297,349781.8497242519,36.1029032548164,46.19880644887101,64.53813086655597,y,none,88.83975059618486,77.65977742448293,0.08257113720196793,0.13558819698535585,10.921549967050543,13062.71320037987,1.0748130222048404,Panthera_tigris,felidae,162564,Slow walking,Typically Solitary,Stay with / Revisit Carcasses,0,0,1
PT90,Panthera tigris,Petrunenko,OUF,893,11.571428571428601,2009-10-26,n,118,2.72533919811308,0.113323715872854,0.160763775694526,0.20813026113753003,1093567026.8311598,5914620607.867701,14723727485.748001,2058519676.4937701,11133622907.0219,27715797931.994404,597065.1901811089,3246632.99038218,17654061.8136533,5360.00768986238,6019.120996643681,6759.28462579632,314227380.91964895,763.259029722356,137136.220983428,709496.334448027,2873616.06827355,9.135857830442461,45.2130499478032,297.940882961464,n,dropped,118.43262768817242,91.93375576036875,0.05514937782394115,0.07937102384608345,12.560126505106702,12695.664330833,1.01742023541388,Panthera_tigris,felidae,162564,Slow walking,Typically Solitary,Stay with / Revisit Carcasses,0,0,1
PT97,Panthera tigris,Petrunenko,OUF anisotropic,622,14.571428571428601,2009-11-06,n,177,3.7955017154366506,0.08383705122868922,0.08732266235871912,0.0908802567089116,508281647.033792,1953276864.57893,4352887849.028361,826232646.3912331,3175131587.7209296,7075797577.84927,497195.301311311,1957139.6579429002,7704006.113071679,9558.286395544408,11072.315527425899,12826.166329984097,103772179.83367,766.2117150351921,164664.052192977,446444.827244557,1071321.27269212,32.816725655951,62.773141290968105,162.20493261644899,n,dropped,118.91703843514138,96.13246396705556,0.03037034013999191,0.05322126438479598,14.128743677861872,12307.132807137948,0.9609542403960766,Panthera_tigris,felidae,162564,Slow walking,Typically Solitary,Stay with / Revisit Carcasses,0,0,1
PT99,Panthera tigris,Petrunenko,OUF anisotropic,3442,68.85714285714289,2010-02-18,n,1,3.750337754354331,0.127627098281027,0.13031166921011098,0.13302456933548,2424694542.50376,9418748394.8442,21070120325.103096,3416271765.54801,13270539296.4182,29686732040.490704,2410422.56710302,9390047.31280104,36579888.4145917,4598.1269558474605,4943.004397612399,5313.74899158529,500391966.93632495,513.2355995638571,317329.51305292407,815609.379216006,1861767.1773483402,29.475998036781696,50.127477460140796,116.75845687305598,n,dropped,44.7002418047023,89.889146299085,0.06761719675500155,0.127342500134819,11.87999696759662,9812.218327605944,1.0751465445326789,Panthera_tigris,felidae,162564,Slow walking,Typically Solitary,Stay with / Revisit Carcasses,0,0,1
C_MVCOY100F,Canis latrans,Prugh,OUF anisotropic,635,15.7142857142857,2020-06-13,n,239,292.3727498838061,0.11614647206775201,0.147450242629718,0.182535503219499,14464031.332808401,16276445.485692102,18194290.034829702,10991782.264950002,12369106.558850301,13826551.5281739,19086.564823324505,24426.210901803497,31259.673206897292,1401.4997169893,2908.73653939245,6036.9246979029895,864722.3845342,320.8946619377331,21973.189667672294,24396.963129064006,27122.295595775202,43.92563940345659,48.1208409911405,53.2033542048184,y,none,128.16666666666666,23.761904761904766,0.15576488614082337,0.7473210977762937,7.202537155151367,5177.702380952381,1.0935145616531372,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY18F,Canis latrans,Prugh,OUF anisotropic,2434,64.71428571428571,2019-08-28,n,149,889.7571737706561,7.211188341727199e-4,0.6459912623565561,4.024320987446999,45919163.418287,49092303.7443167,52369953.8451552,42985003.82764791,45955385.6662188,49023599.27557491,35333.313590809106,39678.757318795804,44558.6225112331,1.4434606256722697e-6,254.581634974464,44900295660.0123,2608137.87588818,129.35993169415096,60461.0791218279,63122.958941187906,68602.62101178312,85.04226504743711,86.70382998047292,96.00110312649329,y,none,98.09885734072014,86.31024930747928,0.12482770200464388,0.7661633516485488,11.278488571060702,8621.5,0.9840997230936908,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY56M,Canis latrans,Prugh,OUF anisotropic,1292,31.571428571428598,2019-06-23,n,80,687.386489074848,0.14713324914259404,0.18519882042729102,0.227698607793376,18106703.9862762,19540359.9886348,21027859.855641395,15574771.7350394,16807953.9309945,18087450.7903947,18098.504722377398,21392.685024369803,25286.452089384602,1243.11989153076,2368.38184497824,4512.22171074376,1038125.10531752,339.01433319934006,46140.1366309422,48985.6440176303,52158.8992305008,136.68978554160597,142.765343698204,150.410956218456,y,none,103.8203125,29.104166666666668,0.22631741740873884,0.7449621664626258,8.49541370868683,6049.677083333334,1.0575502539674442,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY58M,Canis latrans,Prugh,OUF anisotropic,3656,90.42857142857139,2019-08-04,n,84,1409.16429169129,0.16642385198756302,0.17897654720808298,0.19199201187539405,36486216.3245045,38468752.6908001,40502999.042811394,29522683.093396302,31126844.84979,32772847.5443471,28978.0084958463,31741.7400656257,34769.0581476008,2552.9913605459706,3161.62387353173,3915.35422804882,2043738.08680075,451.1826128264661,48538.5767442954,52166.3510065334,56793.1204393806,79.8028222878173,87.42704859645318,98.41862306524973,y,none,108.5767361111111,72.25555555555556,0.1474313105959214,0.6956532995271333,10.42868564426899,7996.763888888889,0.977045934730106,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY59F,Canis latrans,Prugh,OUF anisotropic,1221,30.714285714285705,2019-07-12,n,237,571.7384114363281,0.14876641118718006,0.17878532858763405,0.21159950964433702,22532028.6496693,24499323.630107604,26547780.505608596,17715516.2881975,19262276.538307205,20872849.2793525,21595.897901931497,25394.98407615,29862.3941989573,1549.25170060942,2610.1862312965995,4397.653499021711,1301581.08338363,365.76099391433,41372.4729312608,43707.339484378805,46552.2684156541,96.62047036067878,99.17475335813138,103.82452657227,y,none,118.83482142857142,58,0.185316193316664,0.8321596263780348,10.097929435116905,7689.619047619049,1.0028528675200448,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY60M,Canis latrans,Prugh,OUF anisotropic,3038,81.14285714285708,2019-06-28,n,219,327.387286491098,8.927731913644842e-5,0.6606748164701882,5.09914192377109,91880577.94792812,102705844.551192,114125250.02008,77956604.1122709,87141363.7410002,96830223.9029393,124574.71649746099,142111.576792087,162117.16812331602,3.368667542757191e-9,163.58684625398305,7943988514052.45,5456476.53131492,79.25298100230049,86643.6875406214,95924.4191356419,105928.652448202,96.29881491278499,105.592726478998,115.88199383634,y,none,129.82785493827188,70.7876543209876,0.18702294121926227,0.7251102691236884,9.423033997495338,7699.7253086419805,1.013540739998405,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY63M,Canis latrans,Prugh,OUF anisotropic,3902,109,2019-08-13,n,64,1110.14579279359,0.14796030910707705,0.497451960409399,1.05993727140608,56565199.355014496,60045860.0885367,63628973.9029532,41567040.79988721,44124810.74272499,46757868.5205243,43941.5005041142,48358.275283451294,53219.00166270169,21.7049805955111,486.78704458248296,10917.3848707497,3190069.9303671396,179.19843223400198,71782.08495978572,76279.97319674132,81125.93494466638,123.96041724451702,131.86763213154197,140.75528951362102,y,none,88.43906249999995,58.278125,0.17664254223927855,0.7374362027524815,10.2466396348817,7401.705,0.9724726001421612,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY65M,Canis latrans,Prugh,OU anisotropic,245,63.57142857142859,2018-08-28,n,240,210.897561545518,NA,NA,NA,11834155.4078528,13608994.688607,15506029.7631751,12115319.801019602,13932326.9925493,15874433.19363,28447.6821359815,39277.823018926705,54231.03976386219,NA,NA,NA,NA,NA,30689.0882785046,34783.4183306134,39943.566235041406,77.7379511918937,86.8402092062206,100.50680009245097,y,none,110.57727272727271,18.709090909090907,0.2416819226410654,0.8592205949438115,7.117772720076821,4906.145454545454,1.0896094452251088,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY68F,Canis latrans,Prugh,OU anisotropic,6342,163.428571428571,2018-08-05,n,57,1873.0818632204,NA,NA,NA,42132993.6930853,44108103.0450663,46127818.579366,38600243.5330885,40409744.717512,42260111.963177904,47055.718114756506,49632.95426468881,52351.345335609,NA,NA,NA,NA,NA,74002.36303957918,76815.0004944122,80725.93340673421,141.873450377257,146.01785639094797,154.20395312881791,y,none,120.06295454545462,78.67272727272727,0.13147803023913918,0.6388951623388989,10.389722915996206,8063.885454545456,1.0032981751181862,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY72F,Canis latrans,Prugh,OUF anisotropic,76,2.14285714285714,2020-07-25,n,239,3.6079307051448906,0.0684122172627295,0.0796979032845464,0.09185686260600108,68473175.1894796,275612736.487005,624283184.3606209,99007058.54143411,398515276.39288396,902666505.6701121,79155.3413382533,390359.96041374106,1925086.7486383598,9036.11044428931,15543.0366579903,26735.617060137894,14642539.9152747,763.5606012990479,40790.93823399551,130404.64636335,238213.268292363,16.8058789597642,42.6718191259129,62.864369990557,n,dropped,94.3269230769232,36.253846153846204,0.3515722810157704,0.8508587359420268,8.298046080962466,6277.713461538465,1.0379044470878749,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY73M,Canis latrans,Prugh,OU anisotropic,2283,59.85714285714289,2020-07-31,n,87,163.65031724340503,NA,NA,NA,117163758.83484998,137410308.40788,159246726.845462,75066224.8681104,88038086.2881143,102028568.61004299,179870.908879046,212308.830743608,250596.607826276,NA,NA,NA,NA,NA,103722.429588393,119562.29440167299,140802.76200093803,143.31801577369,162.37452272428897,194.31241717078603,y,none,136.8660827020201,64.91540404040398,0.1814923669550126,0.6065811527152881,9.559178419010616,7758.780303030302,1.0127539477414556,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY74M,Canis latrans,Prugh,OUF anisotropic,839,22,2020-08-03,n,238,25.1066526215535,0.142279900258965,0.14974283077938105,0.15739918930850202,462740918.20185,714313466.0983831,1019624663.1737901,552393209.227165,852705893.106575,1217168652.57213,311247.34227384796,488762.985753447,767522.2364868901,4847.12571296018,5764.742554863511,6856.0748558673395,37949492.36628229,669.0272224871009,162111.66947532,217815.434885508,274585.686623298,47.5751565028166,55.6388363888476,61.94482509803219,y,none,160.08146482277093,69.24060150375934,0.16836084833911283,0.44681143865721046,8.262812403559002,6932.162191192263,1.0649303633851726,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY79F,Canis latrans,Prugh,OUF anisotropic,2634,66.14285714285708,2020-06-18,n,236,825.99515676488,0.18581746650694403,0.22141233179708705,0.2601678758898741,46565717.66069431,49911925.2140724,53372588.9105308,41796370.59209701,44799853.36880761,47906069.478387296,38770.8731400048,43165.41583834131,48058.064562244006,1265.4070012645202,1980.0878703871301,3098.4086310066596,2651682.0902785803,348.76668612354706,72079.1930102991,77794.37777616011,83720.93250965068,124.30289978332,135.08895138022203,146.31120057653,y,none,147.09303977272728,76.6875,0.09897244944531694,0.5469218079939994,8.721824046969413,7279.139204545454,0.997686014256694,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
C_MVCOY81M,Canis latrans,Prugh,OU anisotropic,3050,76.42857142857139,2019-07-12,n,150,1307.9543925004098,NA,NA,NA,37661251.07477979,39788601.55978099,41973574.57196341,35633462.3599918,37646270.25326341,39713598.1132064,29544.482749767405,31667.072800608403,33942.157940366196,NA,NA,NA,NA,NA,63665.63564508119,67285.8398717133,71505.9043785283,113.75019135505599,120.26116310551102,128.749209437432,y,none,109.99938271604944,46.30617283950624,0.25597210595573244,0.7568951211464793,7.990459926544674,6364.36049382716,1.0326539251539442,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
